accession,taxid,superkingdom,phylum,class,order,family,genus,species
OL878398.1,43957,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus macrocheilus
OL878397.1,547472,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus cahita
OL878396.1,681756,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus fumeiventris
OL878395.1,196775,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Moxostoma,Moxostoma pisolabrum
OL878392.1,547474,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Pantosteus,Pantosteus nebuliferus
OL878391.1,259651,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Pantosteus,Pantosteus plebeius
OL878390.1,1476532,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Pantosteus,Pantosteus bondi
OL878389.1,520987,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Ictiobus,Ictiobus niger
OL878387.1,547475,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus wigginsi
OL878386.1,196749,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus occidentalis
OL878385.1,547473,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus leopoldi
OL878384.1,244772,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Pantosteus,Pantosteus columbianus
OL878383.1,547471,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus bernardini
OL878382.1,369345,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus ardens
OL878381.1,196807,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Thoburnia,Thoburnia atripinnis
OL878380.1,196802,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Moxostoma,Moxostoma rupiscartes
OL878379.1,154821,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Moxostoma,Moxostoma poecilurum
OL878378.1,196769,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Moxostoma,Moxostoma erythrurum
OL878377.1,196921,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Moxostoma,Moxostoma duquesnii
OL878376.1,154819,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Minytrema,Minytrema melanops
OL878375.1,196754,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Hypentelium,Hypentelium roanokense
OL878374.1,61316,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Hypentelium,Hypentelium nigricans
OL878373.1,196753,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Hypentelium,Hypentelium etowanum
OL878372.1,196752,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Erimyzon,Erimyzon tenuis
OL878370.1,196751,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Erimyzon,Erimyzon sucetta
OL878369.1,2059965,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Erimyzon,Erimyzon claviformis
OL878368.1,7971,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus commersonii
OL878367.1,425486,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Carpiodes,Carpiodes velifer
OL878366.1,244777,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,Carpiodes,Carpiodes cyprinus
PQ858634.1,394696,NA,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes mentella
PQ858631.1,394691,NA,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes fasciatus
PP510451.1,1577977,NA,Chordata,Aves,Passeriformes,Tyrannidae,Hemitriccus,Hemitriccus obsoletus
PQ632151.1,149089,NA,Chordata,Mammalia,Artiodactyla,Iniidae,Inia,Inia boliviensis
OP556112.1,1544532,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Rhinogobius,Rhinogobius virgigena
PQ568878.1,1603850,NA,Chordata,Mammalia,Rodentia,Muridae,Micromys,Micromys erythrotis
PQ563459.1,3001614,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Triplophysa,Triplophysa qiubeiensis
PQ846023.1,3355899,NA,Chordata,Actinopteri,Siluriformes,Bagridae,Hemibagrus,Hemibagrus pluriradiatus
PQ846478.1,909123,NA,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Pomadasys,Pomadasys stridens
PQ431957.1,317918,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Delminichthys,Delminichthys adspersus
PQ431956.1,2785252,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Pelasgus,Pelasgus epiroticus
PQ431955.1,260973,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Telestes,Telestes polylepis
PQ431954.1,268250,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinellus,Phoxinellus dalmaticus
PQ431949.1,317884,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinellus,Phoxinellus pseudalepidotus
PQ431945.1,270247,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinellus,Phoxinellus alepidotus
PQ790019.1,589926,NA,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus atrogularis
PQ826915.1,9666,NA,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela lutreola
PQ010263.1,27697,NA,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardina,Sardina pilchardus
ON116528.1,341095,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Oreonectes,Oreonectes platycephalus
PQ824064.1,70546,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Xenocypris,Xenocypris argentea
PQ822055.1,3000932,NA,Chordata,Actinopteri,Cypriniformes,Botiidae,Leptobotia,Leptobotia bellacauda
PQ720779.1,136827,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Puntius,Puntius titteya
PQ738625.1,241294,NA,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres margaritaceus
PQ738624.1,396784,NA,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus bohar
OR637878.1,471577,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Labeo,Labeo chrysophekadion
PP796839.2,80976,NA,Chordata,Actinopteri,NA,Pomacentridae,Chromis,Chromis fumea
PQ130485.1,1970158,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos javanicus
PP796838.1,1916744,NA,Chordata,Actinopteri,NA,Pomacentridae,Chrysiptera,Chrysiptera chrysocephala
PP796837.1,229291,NA,Chordata,Actinopteri,NA,Pomacentridae,Neoglyphidodon,Neoglyphidodon oxyodon
PP796836.1,80948,NA,Chordata,Actinopteri,NA,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
PP796835.1,351695,NA,Chordata,Actinopteri,NA,Pomacentridae,Neopomacentrus,Neopomacentrus taeniurus
PP796834.1,146145,NA,Chordata,Actinopteri,NA,Pomacentridae,Pomacentrus,Pomacentrus pavo
PP796833.1,229078,NA,Chordata,Actinopteri,NA,Pomacentridae,Chromis,Chromis atripectoralis
PP796832.1,161898,NA,Chordata,Actinopteri,NA,Pomacentridae,Chromis,Chromis cyanea
PQ399778.2,1002199,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Notropis,Notropis chiliticus
PQ220620.1,3014898,NA,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,Hynobius bambusicolus
PP962252.1,3002007,NA,Chordata,Actinopteri,Perciformes,Anthiadidae,Plectranthias,Plectranthias whiteheadi
OR906282.1,3064032,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus bairdi
PP180015.1,3238733,NA,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus lanceolatus x (Epinehelus moara x Epinephelus lanceolatus)
OR832228.1,74365,NA,Chordata,Lepidosauria,Squamata,Colubridae,Euprepiophis,Euprepiophis mandarinus
OQ554323.1,9749,NA,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus,Delphinapterus leucas
OQ554048.1,40151,NA,Chordata,Mammalia,Artiodactyla,Monodontidae,Monodon,Monodon monoceros
OR832172.1,3383056,NA,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja sp. j BL-2024
OR722519.1,671159,NA,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus galapagensis
OR730671.1,1792847,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Triplophysa,Triplophysa tenuis
OR730670.1,1783474,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Triplophysa,Triplophysa hsutschouensis
OR726613.1,665601,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Gymnocypris,Gymnocypris eckloni
OR487151.1,241822,NA,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Pomadasys,Pomadasys perotaei
OR466573.1,2809722,NA,Chordata,Actinopteri,Osteoglossiformes,Notopteridae,Chitala,Chitala borneensis
OR438647.1,105023,NA,Chordata,Actinopteri,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius furzeri
OR459997.1,103479,NA,Chordata,Actinopteri,Osteoglossiformes,Notopteridae,Notopterus,Notopterus notopterus
OP745017.1,9097,NA,Chordata,Aves,Galliformes,Phasianidae,Crossoptilon,Crossoptilon mantchuricum
OP380876.1,30521,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos grunniens
OM009279.1,7753,NA,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lethenteron,Lethenteron reissneri
OM009278.1,980415,NA,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lethenteron,Lethenteron camtschaticum
MZ517256.1,591072,NA,Chordata,Lepidosauria,Squamata,Colubridae,Lycodon,Lycodon ruhstrati
PP748584.1,37029,NA,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis
KU356573.1,504300,NA,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Emberiza leucocephalos
PQ665294.1,244447,NA,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus semilaevis
PQ526798.1,381635,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cirrhinus,Cirrhinus cirrhosus
PQ526796.1,3242100,NA,Chordata,Mammalia,Rodentia,Muridae,Micromys,Micromys pygmaeus
PQ516716.1,7957,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Carassius,Carassius auratus
PQ510209.1,40500,NA,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus vivanus
PQ553205.1,2025560,NA,Chordata,Lepidosauria,Squamata,Colubridae,Natrix,Natrix helvetica
PQ768537.1,1480112,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Rhinogobius,Rhinogobius changtinensis
PQ510204.1,125283,NA,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus sinensis
PP437202.1,218798,NA,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus commerson
PP437201.1,99343,NA,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus guttatus
MZ666929.1,110108,NA,Chordata,Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya limnocharis
PP797569.1,1868470,NA,Chordata,Amphibia,Anura,Ranidae,Rana,Rana jiemuxiensis
MN857547.1,2560863,NA,Chordata,Lepidosauria,Squamata,Colubridae,Platyceps,Platyceps ladacensis
OR979471.1,3118951,NA,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus moara x (Epinephelus moara x Epinephelus lanceolatus)
PQ761558.1,7998,NA,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus
PQ760241.1,723540,NA,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Mobula,Mobula hypostoma
PP963575.1,2505955,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,Barbastella caspica
PQ726986.1,75857,NA,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas rubripes
PQ726985.1,28680,NA,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta
PQ726984.1,75832,NA,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca americana
PQ726980.1,75841,NA,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas diazi
PQ726979.1,75836,NA,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas carolinensis
PQ726978.1,75838,NA,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula clypeata
OR951920.1,109474,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura leucodon
PQ723596.1,3380669,NA,Chordata,Aves,Anseriformes,Anatidae,Chenonetta,Chenonetta finschi
PQ723594.1,9125,NA,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,Gallirallus australis
PQ723593.1,3054326,NA,Chordata,Aves,Cuculiformes,Cuculidae,Eudynamys,Eudynamys orientalis
PQ723592.1,2497792,NA,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya novaeseelandiae
PQ723591.1,381039,NA,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura fuliginosa
PQ723590.1,667192,NA,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura phasiana
PQ723589.1,2497756,NA,Chordata,Aves,Cuculiformes,Cuculidae,Urodynamis,Urodynamis taitensis
PQ723588.1,315356,NA,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa
PQ723587.1,9121,NA,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica atra
PQ723586.1,471249,NA,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula tenebrosa
PQ723585.1,45649,NA,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura australis
PQ723584.1,8868,NA,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus atratus
PQ723583.1,79238,NA,Chordata,Aves,Strigiformes,Strigidae,Ninox,Ninox connivens
PQ723582.1,3149390,NA,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus australis
PQ722559.1,98142,NA,Chordata,Aves,Passeriformes,Cisticolidae,Orthotomus,Orthotomus sutorius
PQ722557.1,201310,NA,Chordata,Aves,Passeriformes,Leiothrichidae,Trochalopteron,Trochalopteron erythrocephalum
PQ722556.1,181640,NA,Chordata,Aves,Passeriformes,Timaliidae,Yuhina,Yuhina occipitalis
PQ722555.1,889799,NA,Chordata,Aves,Passeriformes,Leiothrichidae,Actinodura,Actinodura egertoni
PQ722554.1,520172,NA,Chordata,Aves,Passeriformes,Leiothrichidae,Trochalopteron,Trochalopteron lineatum
PQ722553.1,2944899,NA,Chordata,Aves,Passeriformes,Leiothrichidae,Actinodura,Actinodura strigula
PQ722552.1,201326,NA,Chordata,Aves,Passeriformes,Leiothrichidae,Heterophasia,Heterophasia capistrata
OR752436.1,3085897,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis findleyi
OR752435.1,233766,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis vivesi
OR752434.1,1209081,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis planiceps
MT319112.1,216574,NA,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila chrysaetos
PQ664585.1,30581,NA,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii
PQ664584.1,48087,NA,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus
PQ283265.2,3135897,NA,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera pardus
OR487150.1,693642,NA,Chordata,Actinopteri,Mugiliformes,Mugilidae,Parachelon,Parachelon grandisquamis
PQ652216.1,59896,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis vignei
PQ652213.1,72278,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis vignei
PP928783.1,882994,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius valentinus
PP928782.1,335925,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius torgalensis
PP928781.1,3158976,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius tartessicus
PP928780.1,758553,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius squalus
PP928779.1,263744,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius pyrenaicus
PP928778.1,8284,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius cephalus
PP928777.1,273620,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius carolitertii
PP928776.1,233202,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius aradensis
PP928775.1,70739,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Squalius,Squalius alburnoides
PP928774.1,94993,NA,Chordata,Actinopteri,Siluriformes,Siluridae,Silurus,Silurus glanis
PP928773.1,1003834,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus umbla
PP928772.1,3036764,NA,Chordata,Actinopteri,Blenniiformes,Blenniidae,Salariopsis,Salariopsis fluviatilis
PP928771.1,48668,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Rutilus,Rutilus rutilus
PP928770.1,77801,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Pseudochondrostoma,Pseudochondrostoma willkommii
PP928769.1,52620,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Pseudochondrostoma,Pseudochondrostoma polylepis
PP928768.1,77798,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Pseudochondrostoma,Pseudochondrostoma duriense
PP928767.1,8260,NA,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys flesus
PP928766.1,2782026,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus sp. FIS1709
PP928765.1,882977,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus bigerri
PP928764.1,2605287,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Parachondrostoma,Parachondrostoma turiense
PP928763.1,283765,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Parachondrostoma,Parachondrostoma miegii
PP928762.1,283764,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Parachondrostoma,Parachondrostoma arrigonis
PP928761.1,48193,NA,Chordata,Actinopteri,Mugiliformes,Mugilidae,Mugil,Mugil cephalus
PP928760.1,72242,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Luciobarbus,Luciobarbus microcephalus
PP928759.1,72241,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Luciobarbus,Luciobarbus guiraonis
PP928758.1,1035341,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Luciobarbus,Luciobarbus graellsii
PP928757.1,1483055,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Luciobarbus,Luciobarbus comizo
PP928756.1,41246,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Luciobarbus,Luciobarbus bocagei
PP928755.1,270329,NA,Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Lepomis,Lepomis gibbosus
PP928754.1,7750,NA,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra planeri
PP928753.1,1483050,NA,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra lusitanica
PP928752.1,7748,NA,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra fluviatilis
PP928751.1,1483049,NA,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra auremensis
PP928750.1,1483048,NA,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra alavariensis
PP928749.1,3356398,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Iberochondrostoma,Iberochondrostoma olisiponense
PP928748.1,77799,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Iberochondrostoma,Iberochondrostoma lusitanicum
PP928747.1,77803,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Iberochondrostoma,Iberochondrostoma lemmingii
PP928746.1,274647,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Iberochondrostoma,Iberochondrostoma almacai
PP928745.1,1483037,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gobio,Gobio occitaniae
PP928744.1,1483034,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gobio,Gobio lozanoi
PP928743.1,446431,NA,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus hispaniolensis
PP928742.1,134598,NA,Chordata,Actinopteri,Cypriniformes,Cobitidae,Cobitis,Cobitis vettonica
PP928741.1,66299,NA,Chordata,Actinopteri,Cypriniformes,Cobitidae,Cobitis,Cobitis paludica
PP928740.1,3077885,NA,Chordata,Actinopteri,Cypriniformes,Cobitidae,Cobitis,Cobitis mellaria
PP928739.1,134592,NA,Chordata,Actinopteri,Cypriniformes,Cobitidae,Cobitis,Cobitis calderoni
PP928738.1,3077884,NA,Chordata,Actinopteri,Cypriniformes,Cobitidae,Cobitis,Cobitis atlantica
PP928737.1,3077883,NA,Chordata,Actinopteri,Cypriniformes,Cobitidae,Cobitis,Cobitis almadae
PP928736.1,30804,NA,Chordata,Actinopteri,Mugiliformes,Mugilidae,Chelon,Chelon ramada
PP928735.1,101364,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Carassius,Carassius gibelio
PP928734.1,77796,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Barbus,Barbus meridionalis
PP928733.1,77795,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Barbus,Barbus haasi
PP928732.1,318676,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Australoheros,Australoheros facetus
PP928731.1,87785,NA,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherina,Atherina boyeri
PP928730.1,278165,NA,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,Alosa fallax
PP928729.1,54556,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Alburnus,Alburnus alburnus
PP928728.1,1482967,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Achondrostoma,Achondrostoma salmantinum
PP928727.1,236538,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Achondrostoma,Achondrostoma oligolepis
PP928726.1,3055997,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Achondrostoma,Achondrostoma numantinum
PP928725.1,3055996,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Achondrostoma,Achondrostoma garzoni
PP928724.1,3055995,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Achondrostoma,Achondrostoma asturicense
PP818788.1,2502160,NA,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys,Tylomys tumbalensis
PP818787.1,218839,NA,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys,Tylomys nudicaudus
PP818786.1,42415,NA,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus
PP818785.1,319465,NA,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys tenuirostris
PP818784.1,89102,NA,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys sumichrasti
PP818783.1,3137350,NA,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys sp.
PP818782.1,44234,NA,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys megalotis
PP818781.1,129430,NA,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys humulis
PP818780.1,56213,NA,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys fulvescens
PP818779.1,230082,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus zarhynchus
PP818778.1,89101,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus truei
PP818777.1,57105,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus spicilegus
PP818776.1,414442,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus ochraventer
PP818775.1,97212,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus nasutus
PP818774.1,399793,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus mayensis
PP818773.1,10042,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
PP818772.1,10041,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus
PP818771.1,409024,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus guatemalensis
PP818770.1,864060,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus grandis
PP818769.1,42411,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus gossypinus
PP818768.1,144755,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus fraterculus
PP818767.1,42410,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus
PP818766.1,42520,NA,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus californicus
